,out,tokens
165,"[0.2805501276348333, -0.1816837302143716, 0.1710512985184434, -0.0008404641910564]","[101, 19034, 2452, 18744, 1012, 1020, 24398, 1012, 1016, 14010, 1012, 1023, 19975, 1012, 1014, 1011, 19594, 1012, 1016, 1011, 19871, 1012, 1022, 5345, 2487, 1012, 1014, 2529, 3531, 2202, 1996, 2452, 19034, 5835, 27502, 1012, 1014, 18034, 1012, 1014, 15028, 1012, 1014, 13756, 1012, 1014, 3590, 1012, 1017, 1011, 6146, 1012, 1019, 5594, 2475, 1012, 1014, 102]"
166,"[0.4809446699781073, -0.0303785231347416, 0.1675613667185734, 0.005841262593949]","[101, 2529, 2202, 1996, 2187, 14757, 19034, 1060, 10020, 16029, 1012, 2423, 1061, 10020, 20741, 1012, 4293, 1060, 17848, 23988, 1012, 2423, 1061, 17848, 26257, 1012, 2423, 2415, 1035, 1060, 4261, 2475, 2415, 1035, 1061, 25162, 7605, 1035, 1060, 13285, 1012, 11518, 16068, 2475, 7605, 1035, 1061, 4185, 1012, 28004, 2575, 2683, 2620, 7605, 1035, 1062, 3938, 2629, 1012, 1014, 7023, 1014, 1012, 6391, 2683, 12521, 2487, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 4724, 9099, 1035, 1060, 1014, 1012, 24902, 2575, 2581, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 6185, 18827, 2620, 2581, 9099, 1035, 1062, 1014, 1012, 2997, 2683, 2683, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 2620, 2487, 1053, 1035, 1061, 1014, 1012, 4029, 21486, 21084, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 21084, 23352, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 16048, 2620, 2620, 2171, 1024, 1018, 1010, 26718, 18863, 1024, 4874, 16029, 1012, 1016, 23988, 1012, 1016, 20741, 1012, 1022, 26257, 1012, 1016, 13285, 1012, 1015, 4185, 1012, 1021, 3938, 2629, 1012, 1014, 19034, 1060, 10020, 26499, 1012, 1019, 1061, 10020, 20003, 1012, 4293, 1060, 17848, 4261, 2575, 1012, 1019, 1061, 17848, 24231, 1012, 2423, 2415, 1035, 1060, 4090, 2620, 2415, 1035, 1061, 17825, 7605, 1035, 1060, 6353, 1012, 4008, 2683, 17465, 2629, 7605, 1035, 1061, 1011, 1023, 1012, 28133, 23352, 7605, 1035, 1062, 2531, 2549, 1012, 1014, 7023, 1014, 1012, 5594, 2575, 2683, 22022, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2382, 9099, 1035, 1060, 1014, 1012, 17295, 2683, 19961, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 2692, 24434, 2683, 9099, 1035, 1062, 1014, 1012, 27194, 2575, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 26187, 2683, 2487, 1053, 1035, 1061, 1014, 1012, 4261, 19481, 2581, 2487, 1053, 1035, 1062, 1014, 1012, 4002, 27814, 23632, 1053, 1035, 1059, 1011, 1014, 1012, 5840, 22407, 27531, 2171, 1024, 1023, 1010, 26718, 18863, 1024, 4874, 26499, 1012, 1019, 4261, 2575, 1012, 1019, 20003, 1012, 1022, 24231, 1012, 1016, 6353, 1012, 1018, 1011, 1023, 1012, 1016, 2531, 2549, 1012, 1014, 102]"
167,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 2452, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 2529, 3413, 2033, 1996, 2157, 2892, 19034, 1060, 10020, 21005, 1012, 18034, 1061, 10020, 11118, 1012, 1019, 1060, 17848, 19652, 1012, 1014, 1061, 17848, 4261, 2487, 1012, 2423, 2415, 1035, 1060, 21777, 2415, 1035, 1061, 22343, 7605, 1035, 1060, 1011, 5388, 1012, 6191, 21057, 2581, 2509, 7605, 1035, 1061, 1018, 1012, 5890, 24434, 2692, 2575, 7605, 1035, 1062, 6079, 2683, 1012, 1014, 7023, 1014, 1012, 6070, 22407, 12521, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2403, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 5764, 16576, 2620, 9099, 1035, 1061, 1014, 1012, 5890, 28756, 23499, 9099, 1035, 1062, 1014, 1012, 20802, 26976, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 5764, 27814, 22022, 1053, 1035, 1061, 1011, 1014, 1012, 25578, 28311, 2581, 1053, 1035, 1062, 1014, 1012, 24921, 24087, 2620, 1053, 1035, 1059, 1011, 1014, 1012, 23609, 22610, 2575, 2171, 1024, 6390, 1010, 26718, 18863, 1024, 4874, 21005, 1012, 1018, 19652, 1012, 1014, 11118, 1012, 1019, 4261, 2487, 1012, 1016, 1011, 5388, 1012, 1020, 1018, 1012, 1014, 6079, 2683, 1012, 1014, 102]"
168,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 4008, 2575, 1012, 1016, 4720, 2620, 1012, 1014, 21489, 1012, 1022, 4261, 2620, 1012, 1016, 6205, 2683, 1012, 1017, 3486, 2620, 1012, 1015, 19883, 2549, 1012, 1014, 2529, 3531, 6723, 1996, 2892, 19034, 1060, 10020, 18164, 1012, 4293, 1061, 10020, 5986, 1012, 5179, 17788, 1060, 17848, 22234, 1012, 2423, 1061, 17848, 11816, 1012, 1014, 2415, 1035, 1060, 22115, 2415, 1035, 1061, 17867, 7605, 1035, 1060, 1011, 16345, 1012, 5345, 28154, 24087, 7605, 1035, 1061, 1011, 18253, 1012, 4700, 2620, 27531, 2629, 7605, 1035, 1062, 6584, 2620, 1012, 1014, 7023, 1014, 1012, 5824, 23833, 26976, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 2538, 9099, 1035, 1060, 1014, 1012, 27878, 19841, 2629, 9099, 1035, 1061, 1011, 1014, 1012, 14506, 24434, 2629, 9099, 1035, 1062, 1014, 1012, 22898, 17465, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 24594, 2509, 1053, 1035, 1061, 1014, 1012, 4029, 2575, 16048, 2581, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 16576, 2581, 2487, 1053, 1035, 1059, 1011, 1014, 1012, 25604, 24594, 2549, 2171, 1024, 2654, 1010, 26718, 18863, 1024, 4874, 18164, 1012, 1022, 22234, 1012, 1016, 5986, 1012, 1020, 11816, 1012, 1014, 1011, 16798, 1012, 1014, 1011, 18253, 1012, 1019, 6584, 2620, 1012, 1014, 102]"
169,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 28135, 1012, 4293, 1061, 10020, 11502, 1012, 1014, 1060, 17848, 27810, 1012, 2423, 1061, 17848, 20713, 1012, 4293, 2415, 1035, 1060, 26499, 2415, 1035, 1061, 16785, 7605, 1035, 1060, 1011, 1020, 1012, 20636, 2692, 2620, 2549, 7605, 1035, 1061, 1011, 19681, 1012, 4029, 23632, 20842, 7605, 1035, 1062, 5585, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 2575, 2683, 2683, 2475, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 17222, 20958, 2629, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 2575, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 26263, 2683, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 27814, 2487, 1053, 1035, 1061, 1014, 1012, 19342, 2683, 2620, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2575, 21926, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 16086, 2620, 2683, 2171, 1024, 2260, 1010, 26718, 18863, 1024, 4874, 28135, 1012, 1022, 27810, 1012, 1016, 11502, 1012, 1014, 20713, 1012, 1022, 1011, 1020, 1012, 1016, 1011, 19681, 1012, 1018, 5585, 2487, 1012, 1014, 19034, 5835, 4229, 2620, 1012, 1016, 4466, 2487, 1012, 1016, 7287, 1012, 1018, 21950, 1012, 1019, 5388, 2549, 1012, 1018, 1011, 24231, 1012, 1019, 2786, 1012, 1014, 2529, 2507, 2033, 1996, 10336, 3531, 102]"
170,"[0.2904249775170041, -0.0463573513813864, 0.1625926952498753, -0.0062339468925103]","[101, 19034, 1060, 10020, 16029, 1012, 2423, 1061, 10020, 20741, 1012, 4293, 1060, 17848, 23988, 1012, 2423, 1061, 17848, 26257, 1012, 2423, 2415, 1035, 1060, 4261, 2475, 2415, 1035, 1061, 25162, 7605, 1035, 1060, 13285, 1012, 11518, 16068, 2475, 7605, 1035, 1061, 4185, 1012, 28004, 2575, 2683, 2620, 7605, 1035, 1062, 3938, 2629, 1012, 1014, 7023, 1014, 1012, 6391, 2683, 12521, 2487, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 4724, 9099, 1035, 1060, 1014, 1012, 24902, 2575, 2581, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 6185, 18827, 2620, 2581, 9099, 1035, 1062, 1014, 1012, 2997, 2683, 2683, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 2620, 2487, 1053, 1035, 1061, 1014, 1012, 4029, 21486, 21084, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 21084, 23352, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 16048, 2620, 2620, 2171, 1024, 1018, 1010, 26718, 18863, 1024, 4874, 16029, 1012, 1016, 23988, 1012, 1016, 20741, 1012, 1022, 26257, 1012, 1016, 13285, 1012, 1015, 4185, 1012, 1021, 3938, 2629, 1012, 1014, 2529, 3531, 6723, 1996, 2187, 2452, 19034, 1060, 10020, 25162, 1012, 4293, 1061, 10020, 5179, 1012, 3938, 2575, 17788, 1060, 17848, 23768, 1012, 4293, 1061, 17848, 10715, 1012, 8732, 2415, 1035, 1060, 28135, 2415, 1035, 1061, 6445, 7605, 1035, 1060, 1011, 4229, 1012, 5388, 17788, 2692, 2620, 7605, 1035, 1061, 1011, 10545, 1012, 26871, 2487, 7605, 1035, 1062, 5139, 2487, 1012, 1014, 7023, 1014, 1012, 24030, 2692, 19961, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 17222, 20958, 2629, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 2575, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 26263, 2683, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 27814, 2487, 1053, 1035, 1061, 1014, 1012, 19342, 2683, 2620, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2575, 21926, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 16086, 2620, 2683, 2171, 1024, 2410, 1010, 26718, 18863, 1024, 4874, 25162, 1012, 1022, 23768, 1012, 1022, 5179, 1012, 1023, 10715, 1012, 1015, 1011, 4229, 1012, 1020, 1011, 10545, 1012, 1017, 5139, 2487, 1012, 1014, 102]"
171,"[0.7095676073975309, -0.0344240831523102, 0.2584084371614989, 0.0110805519874247]","[101, 2529, 3531, 6723, 1996, 4874, 19034, 2452, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 19034, 5835, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
172,"[0.5616737909078064, 0.1665236392597477, 0.2841280568549752, -0.0035847428238794]","[101, 2529, 2064, 1045, 2031, 1996, 2157, 4874, 19034, 1060, 10020, 17196, 1012, 1014, 1061, 10020, 9645, 1012, 6282, 17788, 1060, 17848, 3486, 2683, 1012, 1014, 1061, 17848, 22018, 1012, 4293, 2415, 1035, 1060, 29562, 2415, 1035, 1061, 18582, 7605, 1035, 1060, 2382, 1012, 27037, 16932, 7605, 1035, 1061, 1011, 18610, 1012, 5139, 2683, 21926, 2549, 7605, 1035, 1062, 6227, 2487, 1012, 1014, 7023, 1014, 1012, 6445, 22907, 27009, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 2321, 9099, 1035, 1060, 1014, 1012, 4261, 26187, 22932, 9099, 1035, 1061, 1014, 1012, 5890, 22203, 22275, 9099, 1035, 1062, 1014, 1012, 24368, 22907, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2575, 22907, 1053, 1035, 1061, 1014, 1012, 18034, 2683, 2575, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 16068, 2692, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 21472, 24594, 2171, 1024, 2676, 1010, 26718, 18863, 1024, 4874, 17196, 1012, 1014, 3486, 2683, 1012, 1014, 9645, 1012, 1022, 22018, 1012, 1022, 2382, 1012, 1016, 1011, 18610, 1012, 1019, 6227, 2487, 1012, 1014, 19034, 1060, 10020, 19540, 1012, 4293, 1061, 10020, 16734, 1012, 22810, 1060, 17848, 2753, 2549, 1012, 4293, 1061, 17848, 19988, 1012, 1014, 2415, 1035, 1060, 4805, 2581, 2415, 1035, 1061, 22777, 7605, 1035, 1060, 17365, 1012, 26271, 2683, 28154, 7605, 1035, 1061, 1011, 2184, 1012, 5187, 2581, 23632, 2581, 7605, 1035, 1062, 4413, 2575, 1012, 1014, 7023, 1014, 1012, 6109, 23833, 16576, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 4229, 9099, 1035, 1060, 1014, 1012, 5179, 16048, 2581, 2549, 9099, 1035, 1061, 1014, 1012, 27676, 18827, 9099, 1035, 1062, 1014, 1012, 26871, 12521, 2620, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16932, 2692, 2549, 1053, 1035, 1061, 1014, 1012, 4029, 21619, 2620, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 19481, 27531, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 20958, 2683, 2171, 1024, 4868, 1010, 26718, 18863, 1024, 4874, 19540, 1012, 1022, 2753, 2549, 1012, 1022, 16734, 1012, 1020, 19988, 1012, 1014, 17365, 1012, 1018, 1011, 2184, 1012, 1019, 4413, 2575, 1012, 1014, 102]"
173,"[-1.0, -1.0, -1.0, -1.0]","[101, 2529, 3531, 6723, 1996, 2892, 19034, 1060, 10020, 4601, 2683, 1012, 1019, 1061, 10020, 11816, 1012, 22810, 1060, 17848, 4720, 2549, 1012, 1014, 1061, 17848, 4261, 2549, 1012, 1014, 2415, 1035, 1060, 4700, 2487, 2415, 1035, 1061, 22060, 7605, 1035, 1060, 6640, 2692, 1012, 2753, 23833, 22907, 7605, 1035, 1061, 28906, 1012, 28952, 26224, 2549, 7605, 1035, 1062, 19883, 2549, 1012, 1014, 7023, 1014, 1012, 25535, 2620, 2683, 2620, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 2756, 9099, 1035, 1060, 1014, 1012, 6273, 2581, 2683, 2575, 2509, 9099, 1035, 1061, 1014, 1012, 14378, 2620, 19961, 9099, 1035, 1062, 1014, 1012, 13539, 21472, 2683, 1053, 1035, 1060, 1014, 1012, 6227, 18139, 16932, 1053, 1035, 1061, 1011, 1014, 1012, 4261, 2683, 22407, 2683, 1053, 1035, 1062, 1014, 1012, 5890, 24434, 2620, 2487, 1053, 1035, 1059, 1014, 1012, 6185, 27814, 25746, 2171, 1024, 2570, 1010, 26718, 18863, 1024, 4874, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 19034, 2452, 25162, 1012, 1022, 23768, 1012, 1022, 5179, 1012, 1023, 10715, 1012, 1015, 1011, 4229, 1012, 1020, 1011, 10545, 1012, 1017, 5139, 2487, 1012, 1014, 102]"
174,"[0.2954658538014477, -0.0060954122162106, 0.2620730738586491, -0.0041446342341714]","[101, 2529, 2202, 1996, 5835, 3531, 19034, 2452, 17014, 1012, 1019, 19540, 1012, 1019, 7287, 1012, 1020, 19121, 1012, 1023, 3429, 2509, 1012, 1014, 1011, 4466, 2629, 1012, 1015, 18512, 2509, 1012, 1014, 19034, 5835, 26953, 1012, 1014, 27954, 1012, 1019, 6109, 1012, 1020, 16798, 1012, 1020, 1011, 2340, 1012, 1018, 1011, 15028, 1012, 1021, 5388, 2683, 1012, 1014, 102]"
175,"[0.3691780269410426, 0.1061766283366964, 0.2295534465530388, 0.2975948348745545]","[101, 19034, 2452, 23297, 1012, 1014, 25048, 1012, 1014, 24568, 1012, 1018, 4090, 2620, 1012, 1014, 1011, 6365, 1012, 1021, 12904, 1012, 1018, 4293, 2475, 1012, 1014, 19034, 5835, 25797, 1012, 1014, 3486, 2509, 1012, 1019, 2324, 1012, 1022, 19015, 1012, 1015, 1015, 1012, 1018, 1011, 24231, 1012, 1023, 6070, 2629, 1012, 1014, 2529, 3413, 2033, 1996, 4874, 3531, 102]"
176,"[0.6042286446836771, -0.0365392722557941, 0.1990737111685482, -0.009029627778117]","[101, 19034, 1060, 10020, 3998, 1012, 1019, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 3486, 2509, 1012, 1014, 1061, 17848, 23593, 1012, 2423, 2415, 1035, 1060, 28188, 2415, 1035, 1061, 20713, 7605, 1035, 1060, 1020, 1012, 4749, 16703, 2692, 2620, 7605, 1035, 1061, 1011, 4583, 1012, 6205, 25746, 2683, 2629, 7605, 1035, 1062, 5139, 2549, 1012, 1014, 7023, 1014, 1012, 6445, 22203, 2683, 2629, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4229, 23833, 2575, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19961, 27531, 9099, 1035, 1062, 1014, 1012, 13913, 2581, 2581, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 17465, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 10790, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 28756, 27009, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16576, 23632, 2171, 1024, 2184, 1010, 26718, 18863, 1024, 4874, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 19034, 1060, 10020, 29562, 1012, 2423, 1061, 10020, 22115, 1012, 8732, 1060, 17848, 28048, 1012, 2423, 1061, 17848, 14210, 1012, 2423, 2415, 1035, 1060, 4029, 2620, 2415, 1035, 1061, 22955, 7605, 1035, 1060, 9645, 1012, 5174, 22203, 2487, 7605, 1035, 1061, 5345, 1012, 23988, 2692, 2620, 2620, 7605, 1035, 1062, 6564, 2509, 1012, 1014, 7023, 1014, 1012, 5824, 12376, 2683, 2620, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2459, 1024, 2322, 9099, 1035, 1060, 1014, 1012, 3438, 20958, 24594, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 26187, 23499, 9099, 1035, 1062, 1014, 1012, 2901, 2581, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22203, 20842, 1053, 1035, 1061, 1014, 1012, 3486, 16703, 2692, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 23777, 22394, 2171, 1024, 6146, 1010, 26718, 18863, 1024, 4874, 29562, 1012, 1016, 28048, 1012, 1016, 22115, 1012, 1015, 14210, 1012, 1016, 9645, 1012, 1020, 5345, 1012, 1018, 6564, 2509, 1012, 1014, 2529, 10616, 1996, 2157, 2452, 3531, 102]"
177,"[0.6477471170682055, -0.038082890503715, 0.1674567501857178, 0.0060315763427278]","[101, 19034, 1060, 10020, 28977, 1012, 2423, 1061, 10020, 24709, 1012, 2423, 1060, 17848, 27433, 1012, 2423, 1061, 17848, 3486, 2683, 1012, 4293, 2415, 1035, 1060, 4261, 2475, 2415, 1035, 1061, 26499, 7605, 1035, 1060, 7886, 1012, 3438, 22610, 17134, 7605, 1035, 1061, 17365, 1012, 5764, 2581, 21926, 2620, 7605, 1035, 1062, 6255, 2475, 1012, 1014, 7023, 1014, 1012, 5187, 27531, 2581, 2549, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2871, 9099, 1035, 1060, 1014, 1012, 4185, 2581, 2581, 22610, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 17914, 2620, 2509, 9099, 1035, 1062, 1014, 1012, 16785, 19961, 2581, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 15136, 15136, 1053, 1035, 1061, 1014, 1012, 4029, 16068, 2575, 2509, 1053, 1035, 1062, 1014, 1012, 4002, 16086, 16703, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2692, 27531, 2475, 2171, 1024, 2340, 1010, 26718, 18863, 1024, 4874, 28977, 1012, 1016, 27433, 1012, 1016, 24709, 1012, 1016, 3486, 2683, 1012, 1022, 7886, 1012, 1020, 17365, 1012, 1021, 6255, 2475, 1012, 1014, 19034, 1060, 10020, 20802, 1012, 22810, 1061, 10020, 17365, 1012, 27658, 1060, 17848, 25504, 1012, 1014, 1061, 17848, 5539, 1012, 22810, 2415, 1035, 1060, 23254, 2415, 1035, 1061, 18744, 7605, 1035, 1060, 1011, 16710, 1012, 4413, 14142, 2581, 2575, 7605, 1035, 1061, 1011, 5824, 1012, 3938, 23833, 2575, 2620, 7605, 1035, 1062, 6564, 2475, 1012, 1014, 7023, 1014, 1012, 6486, 19961, 21486, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 4413, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2683, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16734, 14142, 2487, 9099, 1035, 1062, 1014, 1012, 3925, 2620, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 22907, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 21926, 23499, 1053, 1035, 1062, 1014, 1012, 6185, 24087, 2620, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2683, 23777, 2475, 2171, 1024, 4583, 1010, 26718, 18863, 1024, 4874, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 2529, 6723, 1996, 2157, 14757, 102]"
178,"[0.3379364242750551, -0.1141093840071587, 0.2582700914516533, -0.0103396328769989]","[101, 19034, 2452, 19151, 1012, 1019, 4700, 2683, 1012, 1019, 20637, 1012, 1019, 29327, 1012, 1014, 25143, 1012, 1022, 12963, 1012, 1019, 6640, 2575, 1012, 1014, 19034, 5835, 19883, 1012, 1015, 13427, 1012, 1016, 3938, 1012, 1015, 20335, 1012, 1020, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 10616, 1996, 11565, 11867, 6657, 19099, 2099, 3531, 102]"
179,"[0.5706822310951484, 0.0071849762973282, 0.2516957045132977, -0.0025595419263069]","[101, 19034, 1060, 10020, 4229, 2683, 1012, 1014, 1061, 10020, 10114, 1012, 21036, 2629, 1060, 17848, 4466, 2683, 1012, 1019, 1061, 17848, 4090, 2475, 1012, 2423, 2415, 1035, 1060, 4724, 2683, 2415, 1035, 1061, 19711, 7605, 1035, 1060, 11827, 1012, 26871, 24434, 7605, 1035, 1061, 1011, 2603, 1012, 4700, 2575, 2581, 2581, 2575, 7605, 1035, 1062, 5786, 2475, 1012, 1014, 7023, 1014, 1012, 6227, 2692, 23632, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2403, 1024, 4749, 9099, 1035, 1060, 1014, 1012, 6191, 19317, 22275, 9099, 1035, 1061, 1014, 1012, 2857, 12521, 9099, 1035, 1062, 1014, 1012, 10545, 19317, 2575, 1053, 1035, 1060, 1014, 1012, 3515, 28154, 15136, 1053, 1035, 1061, 1014, 1012, 20637, 14526, 2475, 1053, 1035, 1062, 1011, 1014, 1012, 22997, 16703, 2575, 1053, 1035, 1059, 1014, 1012, 6191, 23352, 20842, 2171, 1024, 5824, 1010, 26718, 18863, 1024, 4874, 4229, 2683, 1012, 1014, 4466, 2683, 1012, 1019, 10114, 1012, 1017, 4090, 2475, 1012, 1016, 11827, 1012, 1017, 1011, 2603, 1012, 1019, 5786, 2475, 1012, 1014, 2529, 2064, 1045, 2031, 1996, 2187, 5835, 19034, 1060, 10020, 23532, 1012, 1019, 1061, 10020, 20311, 1012, 2423, 1060, 17848, 4464, 2581, 1012, 1014, 1061, 17848, 26257, 1012, 1014, 2415, 1035, 1060, 27878, 2415, 1035, 1061, 22376, 7605, 1035, 1060, 6282, 1012, 4185, 24087, 21926, 7605, 1035, 1061, 2324, 1012, 6255, 12521, 22610, 7605, 1035, 1062, 5986, 2509, 1012, 1014, 7023, 1014, 1012, 4724, 22394, 2629, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 4720, 9099, 1035, 1060, 1014, 1012, 24902, 2575, 2620, 2475, 9099, 1035, 1061, 1014, 1012, 4002, 2581, 15136, 2629, 9099, 1035, 1062, 1014, 1012, 22582, 2575, 2683, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22275, 23777, 1053, 1035, 1061, 1014, 1012, 3486, 19481, 2692, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 17788, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 23833, 2683, 2620, 2171, 1024, 2656, 1010, 26718, 18863, 1024, 4874, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 102]"
