,out,tokens
305,"[0.4809446699781073, -0.0303785231347416, 0.1675613667185734, 0.005841262593949]","[101, 19034, 5835, 26628, 1012, 1016, 3486, 2509, 1012, 1016, 13741, 1012, 1018, 19015, 1012, 1018, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 3531, 2192, 2033, 1996, 14757, 19034, 2452, 26499, 1012, 1019, 4261, 2575, 1012, 1019, 20003, 1012, 1022, 24231, 1012, 1016, 6353, 1012, 1018, 1011, 1023, 1012, 1016, 2531, 2549, 1012, 1014, 102]"
306,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 23532, 1012, 1019, 1061, 10020, 20311, 1012, 2423, 1060, 17848, 4464, 2581, 1012, 1014, 1061, 17848, 26257, 1012, 1014, 2415, 1035, 1060, 27878, 2415, 1035, 1061, 22376, 7605, 1035, 1060, 6282, 1012, 4185, 24087, 21926, 7605, 1035, 1061, 2324, 1012, 6255, 12521, 22610, 7605, 1035, 1062, 5986, 2509, 1012, 1014, 7023, 1014, 1012, 4724, 22394, 2629, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 4720, 9099, 1035, 1060, 1014, 1012, 24902, 2575, 2620, 2475, 9099, 1035, 1061, 1014, 1012, 4002, 2581, 15136, 2629, 9099, 1035, 1062, 1014, 1012, 22582, 2575, 2683, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22275, 23777, 1053, 1035, 1061, 1014, 1012, 3486, 19481, 2692, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 17788, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 23833, 2683, 2620, 2171, 1024, 2656, 1010, 26718, 18863, 1024, 4874, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 2529, 2507, 2033, 1996, 10336, 3531, 19034, 2452, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 102]"
307,"[0.6232539426436519, -0.1760671241145808, 0.1704107963028893, -0.030214489760162]","[101, 2529, 3531, 6723, 1996, 2187, 2452, 19034, 1060, 10020, 18164, 1012, 27658, 1061, 10020, 25143, 1012, 1019, 1060, 17848, 21777, 1012, 1014, 1061, 17848, 8698, 1012, 1014, 2415, 1035, 1060, 24568, 2415, 1035, 1061, 25048, 7605, 1035, 1060, 1011, 14748, 1012, 5388, 16147, 22907, 7605, 1035, 1061, 15028, 1012, 6640, 16932, 2620, 2475, 7605, 1035, 1062, 4293, 2581, 1012, 1014, 7023, 1014, 1012, 23712, 26976, 2575, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2324, 9099, 1035, 1060, 1014, 1012, 5786, 16703, 27009, 9099, 1035, 1061, 1011, 1014, 1012, 19096, 2575, 2581, 9099, 1035, 1062, 1014, 1012, 27769, 14526, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 19481, 24087, 1053, 1035, 1061, 1014, 1012, 26271, 2692, 2683, 2575, 1053, 1035, 1062, 1011, 1014, 1012, 6021, 2692, 17465, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2620, 16703, 2620, 2171, 1024, 1022, 1010, 26718, 18863, 1024, 4874, 18164, 1012, 1023, 21777, 1012, 1014, 25143, 1012, 1019, 8698, 1012, 1014, 1011, 14748, 1012, 1020, 15028, 1012, 1022, 4293, 2581, 1012, 1014, 19034, 1060, 10020, 3998, 1012, 1019, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 3486, 2509, 1012, 1014, 1061, 17848, 23593, 1012, 2423, 2415, 1035, 1060, 28188, 2415, 1035, 1061, 20713, 7605, 1035, 1060, 1020, 1012, 4749, 16703, 2692, 2620, 7605, 1035, 1061, 1011, 4583, 1012, 6205, 25746, 2683, 2629, 7605, 1035, 1062, 5139, 2549, 1012, 1014, 7023, 1014, 1012, 6445, 22203, 2683, 2629, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4229, 23833, 2575, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19961, 27531, 9099, 1035, 1062, 1014, 1012, 13913, 2581, 2581, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 17465, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 10790, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 28756, 27009, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16576, 23632, 2171, 1024, 2184, 1010, 26718, 18863, 1024, 4874, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 102]"
308,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 28489, 1012, 1022, 4261, 2683, 1012, 1016, 20003, 1012, 1014, 26267, 1012, 1019, 6109, 1012, 1016, 1017, 1012, 1022, 5989, 2683, 1012, 1014, 2529, 2192, 2033, 1996, 2187, 10336, 19034, 1060, 10020, 16345, 1012, 22810, 1061, 10020, 13741, 1012, 1019, 1060, 17848, 25745, 1012, 1014, 1061, 17848, 25504, 1012, 4293, 2415, 1035, 1060, 11212, 2415, 1035, 1061, 19936, 7605, 1035, 1060, 1011, 18610, 1012, 4700, 2683, 2683, 2575, 7605, 1035, 1061, 1011, 2753, 1012, 10630, 2620, 22407, 7605, 1035, 1062, 6275, 2575, 1012, 1014, 7023, 1014, 1012, 6584, 2620, 21057, 2575, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 2459, 9099, 1035, 1060, 1014, 1012, 4749, 2581, 14526, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 11899, 16703, 2629, 9099, 1035, 1062, 1014, 1012, 22234, 16068, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2692, 2620, 21472, 1053, 1035, 1061, 1014, 1012, 4229, 2683, 22907, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 26976, 2581, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2575, 22907, 2509, 2171, 1024, 2538, 1010, 26718, 18863, 1024, 4874, 16345, 1012, 1020, 25745, 1012, 1014, 13741, 1012, 1019, 25504, 1012, 1022, 1011, 18610, 1012, 1019, 1011, 2753, 1012, 1015, 6275, 2575, 1012, 1014, 102]"
309,"[0.4134120843541086, -0.0435523093782707, 0.1963043931290602, -0.0013255584899515]","[101, 19034, 1060, 10020, 24622, 1012, 4293, 1061, 10020, 5018, 1012, 27658, 1060, 17848, 4029, 2475, 1012, 4293, 1061, 17848, 22431, 1012, 8732, 2415, 1035, 1060, 29562, 2415, 1035, 1061, 20035, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 6070, 2575, 2581, 16147, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 4583, 9099, 1035, 1060, 1014, 1012, 4601, 22022, 12521, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19481, 25746, 9099, 1035, 1062, 1014, 1012, 3699, 2692, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22610, 18827, 1053, 1035, 1061, 1014, 1012, 27878, 21472, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 25604, 16703, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 22275, 2692, 2475, 2171, 1024, 1019, 1010, 26718, 18863, 1024, 4874, 24622, 1012, 1022, 4029, 2475, 1012, 1022, 5018, 1012, 1023, 22431, 1012, 1015, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 1060, 10020, 16029, 1012, 2423, 1061, 10020, 20741, 1012, 4293, 1060, 17848, 23988, 1012, 2423, 1061, 17848, 26257, 1012, 2423, 2415, 1035, 1060, 4261, 2475, 2415, 1035, 1061, 25162, 7605, 1035, 1060, 13285, 1012, 11518, 16068, 2475, 7605, 1035, 1061, 4185, 1012, 28004, 2575, 2683, 2620, 7605, 1035, 1062, 3938, 2629, 1012, 1014, 7023, 1014, 1012, 6391, 2683, 12521, 2487, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 4724, 9099, 1035, 1060, 1014, 1012, 24902, 2575, 2581, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 6185, 18827, 2620, 2581, 9099, 1035, 1062, 1014, 1012, 2997, 2683, 2683, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 2620, 2487, 1053, 1035, 1061, 1014, 1012, 4029, 21486, 21084, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 21084, 23352, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 16048, 2620, 2620, 2171, 1024, 1018, 1010, 26718, 18863, 1024, 4874, 16029, 1012, 1016, 23988, 1012, 1016, 20741, 1012, 1022, 26257, 1012, 1016, 13285, 1012, 1015, 4185, 1012, 1021, 3938, 2629, 1012, 1014, 2529, 3531, 6723, 1996, 2187, 2452, 102]"
310,"[0.409565214382499, 0.1612648217473776, 0.2890241575337998, -0.0116822576082856]","[101, 19034, 1060, 10020, 21005, 1012, 18034, 1061, 10020, 11118, 1012, 1019, 1060, 17848, 19652, 1012, 1014, 1061, 17848, 4261, 2487, 1012, 2423, 2415, 1035, 1060, 21777, 2415, 1035, 1061, 22343, 7605, 1035, 1060, 1011, 5388, 1012, 6191, 21057, 2581, 2509, 7605, 1035, 1061, 1018, 1012, 5890, 24434, 2692, 2575, 7605, 1035, 1062, 6079, 2683, 1012, 1014, 7023, 1014, 1012, 6070, 22407, 12521, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2403, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 5764, 16576, 2620, 9099, 1035, 1061, 1014, 1012, 5890, 28756, 23499, 9099, 1035, 1062, 1014, 1012, 20802, 26976, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 5764, 27814, 22022, 1053, 1035, 1061, 1011, 1014, 1012, 25578, 28311, 2581, 1053, 1035, 1062, 1014, 1012, 24921, 24087, 2620, 1053, 1035, 1059, 1011, 1014, 1012, 23609, 22610, 2575, 2171, 1024, 6390, 1010, 26718, 18863, 1024, 4874, 21005, 1012, 1018, 19652, 1012, 1014, 11118, 1012, 1019, 4261, 2487, 1012, 1016, 1011, 5388, 1012, 1020, 1018, 1012, 1014, 6079, 2683, 1012, 1014, 19034, 1060, 10020, 4464, 2581, 1012, 1014, 1061, 10020, 9800, 1012, 8732, 1060, 17848, 3429, 2620, 1012, 1014, 1061, 17848, 23593, 1012, 27658, 2415, 1035, 1060, 4413, 2581, 2415, 1035, 1061, 10894, 7605, 1035, 1060, 15407, 1012, 22898, 2683, 26224, 7605, 1035, 1061, 1011, 6070, 1012, 28203, 2620, 19961, 7605, 1035, 1062, 4749, 2575, 1012, 1014, 7023, 1014, 1012, 6205, 2581, 18139, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 3943, 9099, 1035, 1060, 1014, 1012, 2871, 2683, 26976, 2629, 9099, 1035, 1061, 1014, 1012, 29186, 26187, 9099, 1035, 1062, 1014, 1012, 27054, 2692, 18827, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 23499, 2575, 1053, 1035, 1061, 1014, 1012, 16444, 2683, 26976, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 16048, 2620, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2620, 16703, 2575, 2171, 1024, 2753, 1010, 26718, 18863, 1024, 4874, 4464, 2581, 1012, 1014, 3429, 2620, 1012, 1014, 9800, 1012, 1015, 23593, 1012, 1023, 15407, 1012, 1017, 1011, 6070, 1012, 1018, 4749, 2575, 1012, 1014, 2529, 2192, 2033, 1996, 2157, 3482, 102]"
311,"[0.3075003831482941, 0.0911857518202277, 0.1682791551857373, 0.0104495453251742]","[101, 19034, 1060, 10020, 28977, 1012, 2423, 1061, 10020, 24709, 1012, 2423, 1060, 17848, 27433, 1012, 2423, 1061, 17848, 3486, 2683, 1012, 4293, 2415, 1035, 1060, 4261, 2475, 2415, 1035, 1061, 26499, 7605, 1035, 1060, 7886, 1012, 3438, 22610, 17134, 7605, 1035, 1061, 17365, 1012, 5764, 2581, 21926, 2620, 7605, 1035, 1062, 6255, 2475, 1012, 1014, 7023, 1014, 1012, 5187, 27531, 2581, 2549, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2871, 9099, 1035, 1060, 1014, 1012, 4185, 2581, 2581, 22610, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 17914, 2620, 2509, 9099, 1035, 1062, 1014, 1012, 16785, 19961, 2581, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 15136, 15136, 1053, 1035, 1061, 1014, 1012, 4029, 16068, 2575, 2509, 1053, 1035, 1062, 1014, 1012, 4002, 16086, 16703, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2692, 27531, 2475, 2171, 1024, 2340, 1010, 26718, 18863, 1024, 4874, 28977, 1012, 1016, 27433, 1012, 1016, 24709, 1012, 1016, 3486, 2683, 1012, 1022, 7886, 1012, 1020, 17365, 1012, 1021, 6255, 2475, 1012, 1014, 19034, 1060, 10020, 29335, 1012, 1014, 1061, 10020, 11502, 1012, 4293, 1060, 17848, 19540, 1012, 1014, 1061, 17848, 16798, 1012, 2423, 2415, 1035, 1060, 23988, 2415, 1035, 1061, 18582, 7605, 1035, 1060, 4805, 2620, 1012, 5594, 2620, 2683, 26224, 7605, 1035, 1061, 1011, 4229, 2683, 1012, 26839, 2581, 17788, 7605, 1035, 1062, 17405, 2575, 1012, 1014, 7023, 1014, 1012, 6564, 2683, 16932, 2487, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 5840, 1024, 4583, 9099, 1035, 1060, 1014, 1012, 24559, 2629, 9099, 1035, 1061, 1014, 1012, 5641, 14526, 20842, 9099, 1035, 1062, 1014, 1012, 29478, 2581, 2683, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 23833, 20842, 1053, 1035, 1061, 1014, 1012, 3486, 2683, 2683, 2620, 2487, 1053, 1035, 1062, 1014, 1012, 5890, 2692, 19961, 1053, 1035, 1059, 1014, 1012, 6185, 8889, 25746, 2171, 1024, 6079, 1010, 26718, 18863, 1024, 4874, 29335, 1012, 1014, 19540, 1012, 1014, 11502, 1012, 1022, 16798, 1012, 1016, 4805, 2620, 1012, 1023, 1011, 4229, 2683, 1012, 1023, 17405, 2575, 1012, 1014, 2529, 2507, 2033, 1996, 2157, 2452, 3531, 102]"
312,"[0.6030655171017933, 0.2262514222649096, 0.068085119152938, -0.2949756449252199]","[101, 19034, 1060, 10020, 4229, 2620, 1012, 2423, 1061, 10020, 19609, 1012, 1014, 1060, 17848, 17295, 1012, 2423, 1061, 17848, 19652, 1012, 1014, 2415, 1035, 1060, 4724, 2549, 2415, 1035, 1061, 20637, 7605, 1035, 1060, 22777, 1012, 28906, 24087, 7605, 1035, 1061, 3943, 1012, 5354, 21084, 2620, 2683, 7605, 1035, 1062, 6275, 2509, 1012, 1014, 7023, 1014, 1012, 4185, 11387, 2683, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2260, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 3438, 14142, 28756, 9099, 1035, 1061, 1014, 1012, 21035, 17788, 2487, 9099, 1035, 1062, 1014, 1012, 5757, 17914, 27531, 1053, 1035, 1060, 1014, 1012, 4185, 2575, 22407, 2575, 1053, 1035, 1061, 1014, 1012, 25578, 28756, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 28135, 2683, 2581, 2575, 1053, 1035, 1059, 1014, 1012, 4185, 28756, 2620, 2683, 2171, 1024, 6353, 1010, 26718, 18863, 1024, 4874, 4229, 2620, 1012, 1016, 17295, 1012, 1016, 19609, 1012, 1014, 19652, 1012, 1014, 22777, 1012, 1018, 3943, 1012, 1020, 6275, 2509, 1012, 1014, 2529, 6723, 1996, 2157, 11565, 6073, 2099, 19034, 1060, 10020, 22997, 1012, 1019, 1061, 10020, 13412, 1012, 4724, 23352, 1060, 17848, 4029, 2575, 1012, 1019, 1061, 17848, 25191, 1012, 4293, 2415, 1035, 1060, 16029, 2415, 1035, 1061, 17613, 7605, 1035, 1060, 5401, 1012, 4749, 2683, 16068, 2683, 7605, 1035, 1061, 1011, 16065, 1012, 6564, 24087, 18827, 7605, 1035, 1062, 12963, 2683, 1012, 1014, 7023, 1014, 1012, 6564, 20958, 27814, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 4583, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2620, 2620, 2620, 9099, 1035, 1061, 1014, 1012, 5890, 16048, 2575, 9099, 1035, 1062, 1014, 1012, 24368, 23499, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 23499, 2692, 2620, 1053, 1035, 1061, 1014, 1012, 26231, 14526, 2581, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2581, 21619, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 22203, 22407, 2171, 1024, 3590, 1010, 26718, 18863, 1024, 4874, 22997, 1012, 1019, 4029, 2575, 1012, 1019, 13412, 1012, 1018, 25191, 1012, 1022, 5401, 1012, 1019, 1011, 16065, 1012, 1023, 12963, 2683, 1012, 1014, 102]"
313,"[0.4851650655098204, 0.1177502200783382, 0.0655787568389383, 0.2898260326423639]","[101, 19034, 5835, 27502, 1012, 1014, 18034, 1012, 1014, 15028, 1012, 1014, 13756, 1012, 1014, 3590, 1012, 1017, 1011, 6146, 1012, 1019, 5594, 2475, 1012, 1014, 2529, 3531, 2202, 1996, 4874, 19034, 2452, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 102]"
314,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 22997, 1012, 1019, 4029, 2575, 1012, 1019, 13412, 1012, 1018, 25191, 1012, 1022, 5401, 1012, 1019, 1011, 16065, 1012, 1023, 12963, 2683, 1012, 1014, 2529, 2202, 1996, 2157, 2892, 19034, 1060, 10020, 24622, 1012, 1019, 1061, 10020, 5539, 1012, 8732, 1060, 17848, 4261, 2575, 1012, 1019, 1061, 17848, 4601, 2509, 1012, 1014, 2415, 1035, 1060, 28358, 2415, 1035, 1061, 27533, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 28977, 14526, 2487, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 3486, 9099, 1035, 1060, 1014, 1012, 3963, 2683, 26976, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 22932, 18827, 9099, 1035, 1062, 1014, 1012, 24398, 12740, 2620, 1053, 1035, 1060, 1014, 1012, 29359, 2581, 16147, 1053, 1035, 1061, 1011, 1014, 1012, 19342, 15136, 2549, 1053, 1035, 1062, 1014, 1012, 5890, 10790, 2620, 2487, 1053, 1035, 1059, 1014, 1012, 5890, 2575, 2581, 19961, 2171, 1024, 2756, 1010, 26718, 18863, 1024, 4874, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
315,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 28469, 1012, 1019, 4413, 2549, 1012, 1019, 16065, 1012, 1014, 25048, 1012, 1014, 17332, 1012, 1014, 1011, 4090, 1012, 1015, 9645, 2683, 1012, 1014, 2529, 3531, 2507, 2033, 1996, 2892, 19034, 1060, 10020, 24622, 1012, 4293, 1061, 10020, 5018, 1012, 27658, 1060, 17848, 4029, 2475, 1012, 4293, 1061, 17848, 22431, 1012, 8732, 2415, 1035, 1060, 29562, 2415, 1035, 1061, 20035, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 6070, 2575, 2581, 16147, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 4583, 9099, 1035, 1060, 1014, 1012, 4601, 22022, 12521, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19481, 25746, 9099, 1035, 1062, 1014, 1012, 3699, 2692, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22610, 18827, 1053, 1035, 1061, 1014, 1012, 27878, 21472, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 25604, 16703, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 22275, 2692, 2475, 2171, 1024, 1019, 1010, 26718, 18863, 1024, 4874, 24622, 1012, 1022, 4029, 2475, 1012, 1022, 5018, 1012, 1023, 22431, 1012, 1015, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
316,"[0.574400678843932, 0.0114049548471117, 0.2798659612478197, -0.0332030661403648]","[101, 19034, 1060, 10020, 28469, 1012, 2423, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 4464, 2509, 1012, 4293, 1061, 17848, 22904, 1012, 1014, 2415, 1035, 1060, 9475, 2415, 1035, 1061, 22030, 7605, 1035, 1060, 2531, 1012, 25797, 2692, 16703, 7605, 1035, 1061, 1011, 1015, 1012, 26499, 22610, 2575, 7605, 1035, 1062, 25897, 1012, 1014, 7023, 1014, 1012, 6109, 12740, 2620, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 5757, 9099, 1035, 1060, 1014, 1012, 5401, 22932, 24096, 9099, 1035, 1061, 1014, 1012, 5890, 16932, 2692, 2629, 9099, 1035, 1062, 1014, 1012, 25745, 20842, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2581, 2620, 2683, 2487, 1053, 1035, 1061, 1014, 1012, 23785, 16703, 2575, 1053, 1035, 1062, 1011, 1014, 1012, 6021, 16703, 2692, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 22407, 2692, 2581, 2171, 1024, 3429, 1010, 26718, 18863, 1024, 4874, 28469, 1012, 1016, 4464, 2509, 1012, 1022, 17832, 1012, 1022, 22904, 1012, 1014, 2531, 1012, 1017, 1011, 1015, 1012, 1017, 25897, 1012, 1014, 2529, 6723, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 3429, 2629, 1012, 1019, 1061, 10020, 19235, 1012, 27658, 1060, 17848, 5139, 2575, 1012, 1014, 1061, 17848, 4261, 2487, 1012, 1019, 2415, 1035, 1060, 3156, 2415, 1035, 1061, 27173, 7605, 1035, 1060, 9645, 2629, 1012, 6564, 2683, 2683, 18827, 7605, 1035, 1061, 24559, 1012, 25873, 22203, 2620, 7605, 1035, 1062, 14993, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 19481, 2581, 2549, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 4413, 9099, 1035, 1060, 1014, 1012, 6273, 2581, 2581, 2581, 2475, 9099, 1035, 1061, 1014, 1012, 17696, 2620, 18827, 9099, 1035, 1062, 1014, 1012, 27240, 2575, 23833, 1053, 1035, 1060, 1014, 1012, 6365, 16703, 2620, 2581, 1053, 1035, 1061, 1011, 1014, 1012, 14210, 2575, 16576, 1053, 1035, 1062, 1014, 1012, 5890, 22275, 2683, 2549, 1053, 1035, 1059, 1014, 1012, 6185, 28311, 2683, 2171, 1024, 4720, 1010, 26718, 18863, 1024, 4874, 3429, 2629, 1012, 1019, 5139, 2575, 1012, 1014, 19235, 1012, 1023, 4261, 2487, 1012, 1019, 9645, 2629, 1012, 1023, 24559, 1012, 1018, 14993, 2487, 1012, 1014, 102]"
